symbol_lower,symbol,chrom,start,stop
actsa,ACTSA,chr10,90694831,90751096
acta2,ACTA2,chr10,90694831,90751096
actb,ACTB,chr7,5566778,5603415
dkfzp686d0972,DKFZp686D0972,chr5,56775843,56778636
actbl2,ACTBL2,chr5,56775843,56778636
cmd1r,CMD1R,chr15,35080296,35087927
actc1,ACTC1,chr15,35080296,35087927
actg1,ACTG1,chr17,79476997,79490873
actsg,ACTSG,chr2,74119441,74146992
actg2,ACTG2,chr2,74119441,74146992
actl6,Actl6,chr3,179280668,179306196
baf53a,BAF53A,chr3,179280668,179306196
arp4,Arp4,chr3,179280668,179306196
baf53a,Baf53a,chr3,179280668,179306196
ino80k,INO80K,chr3,179280668,179306196
actl6a,ACTL6A,chr3,179280668,179306196
baf53b,BAF53B,chr7,100240720,100254084
actl6b,ACTL6B,chr7,100240720,100254084
actl7a,ACTL7A,chr9,111624546,111626039
tact1,Tact1,chr9,111616869,111619247
actl7b,ACTL7B,chr9,111616869,111619247
ct57,CT57,chr1,18081808,18153558
actl8,ACTL8,chr1,18081808,18153558
mgc33407,MGC33407,chr19,8807747,8809172
actl9,ACTL9,chr19,8807747,8809172
actl10,ACTL10,chr20,32254304,32256331
actn1,ACTN1,chr14,69340860,69446157
actn2,ACTN2,chr1,236849754,236927931
actn3,ACTN3,chr11,66313866,66330800
actn4,ACTN4,chr19,39138289,39222223
arp1,ARP1,chr10,104221638,104262468
arp1a,Arp1A,chr10,104221638,104262468
actr1a,ACTR1A,chr10,104221638,104262468
arp1b,Arp1B,chr2,98272426,98280570
actr1b,ACTR1B,chr2,98272426,98280570
arp2,ARP2,chr2,65454887,65498387
actr2,ACTR2,chr2,65454887,65498387
arp3,ARP3,chr2,114647537,114720173
actr3,ACTR3,chr2,114647537,114720173
arp11,ARP11,chr7,152456834,152552463
arp3beta,ARP3beta,chr7,152456834,152552463
actr3b,ACTR3B,chr7,152456834,152552463
arp11,ARP11,chr7,149941005,150020814
actr3c,ACTR3C,chr7,149941005,150020814
flj12785,FLJ12785,chr20,37377085,37401163
arp5,Arp5,chr20,37377085,37401163
ino80m,INO80M,chr20,37377085,37401163
actr5,ACTR5,chr20,37377085,37401163
arp6,ARP6,chr12,100592900,100635643
flj13433,FLJ13433,chr12,100592900,100635643
actr6,ACTR6,chr12,100592900,100635643
ino80n,INO80N,chr3,53901093,53916229
arp8,ARP8,chr3,53901093,53916229
actr8,ACTR8,chr3,53901093,53916229
harp11,HARP11,chr14,58666798,58702354
actr11,ACTR11,chr14,58666798,58702354
arp11,Arp11,chr14,58666798,58702354
arp10,Arp10,chr14,58666798,58702354
actr10,ACTR10,chr14,58666798,58702354
aip1,AIP1,chrX,127184941,127186377
kiaa0705,KIAA0705,chrX,127184941,127186377
arip1,ARIP1,chrX,127184941,127186377
arp-t1,Arp-T1,chrX,127184941,127186377
actrt1,ACTRT1,chrX,127184941,127186377
arp-t2,Arp-T2,chr1,2938047,2939467
arpm2,ARPM2,chr1,2938047,2939467
flj25424,FLJ25424,chr1,2938047,2939467
actrt2,ACTRT2,chr1,2938047,2939467
arpm1,ARPM1,chr3,169484709,169487683
actrt3,ACTRT3,chr3,169484709,169487683
skr1,SKR1,chr2,158592956,158732374
alk2,ALK2,chr2,158592956,158732374
acvr1a,ACVR1A,chr2,158592956,158732374
acvr1,ACVR1,chr2,158592956,158732374
alk4,ALK4,chr12,52345451,52390862
skr2,SKR2,chr12,52345451,52390862
actrib,ActRIB,chr12,52345451,52390862
acvr1b,ACVR1B,chr12,52345451,52390862
alk7,ALK7,chr2,158383279,158485517
acvrlk7,ACVRLK7,chr2,158383279,158485517
acvr1c,ACVR1C,chr2,158383279,158485517
actrii,ACTRII,chr2,148602086,148688395
acvr2a,ACVR2A,chr2,148602086,148688395
actr-iib,ActR-IIB,chr3,38495342,38534633
acvr2b,ACVR2B,chr3,38495342,38534633
hht2,HHT2,chr12,52300692,52317145
alk1,ALK1,chr12,52300692,52317145
hht,HHT,chr12,52300692,52317145
acvrl1,ACVRL1,chr12,52300692,52317145
acy1,ACY1,chr3,52017294,52023218
hcbp1,HCBP1,chr11,67410026,67418130
mgc9740,MGC9740,chr11,67410026,67418130
acy-3,ACY-3,chr11,67410026,67418130
acy3,ACY3,chr11,67410026,67418130
acyp1,ACYP1,chr14,75519924,75536186
acyp2,ACYP2,chr2,54197975,54532437
ada,ADA,chr20,43248163,43280874
adgf,ADGF,chr22,17659680,17739125
ada2,ADA2,chr22,17659680,17739125
tenr,Tenr,chr4,123300121,123350957
adad1,ADAD1,chr4,123300121,123350957
tenrl,TENRL,chr16,84224744,84230774
flj00337,FLJ00337,chr16,84224744,84230774
adad2,ADAD2,chr16,84224744,84230774
adal,ADAL,chr15,43622855,43646753
ph-30b,PH-30b,chr8,39601254,39695808
ph30,PH30,chr8,39601254,39695808
ct15,CT15,chr8,39601254,39695808
adam2,ADAM2,chr8,39601254,39695808
gp-83,GP-83,chr8,24298443,24384483
eapi,EAPI,chr8,24298443,24384483
adam7,ADAM7,chr8,24298443,24384483
cd156,CD156,chr10,135075907,135090372
ms2,MS2,chr10,135075907,135090372
cd156a,CD156A,chr10,135075907,135090372
adam8,ADAM8,chr10,135075907,135090372
mdc9,MDC9,chr8,38854388,38962663
kiaa0021,KIAA0021,chr8,38854388,38962663
mcmp,MCMP,chr8,38854388,38962663
mltng,Mltng,chr8,38854388,38962663
adam9,ADAM9,chr8,38854388,38962663
kuz,kuz,chr15,58881006,59042177
madm,MADM,chr15,58881006,59042177
hst18717,HsT18717,chr15,58881006,59042177
cd156c,CD156C,chr15,58881006,59042177
adam10,ADAM10,chr15,58881006,59042177
adam11,ADAM11,chr17,42836399,42859214
mcmpmltna,MCMPMltna,chr10,127700950,128077024
mltn,MLTN,chr10,127700950,128077024
adam12,ADAM12,chr10,127700950,128077024
mdc15,MDC15,chr1,155023042,155035251
adam15,ADAM15,chr1,155023042,155035251
csvp,cSVP,chr2,9628615,9696861
cd156b,CD156B,chr2,9628615,9696861
adam17,ADAM17,chr2,9628615,9696861
tmdciii,tMDCIII,chr8,39442008,39587583
adam27,ADAM27,chr8,39442008,39587583
adam18,ADAM18,chr8,39442008,39587583
mltnb,MLTNB,chr5,156822542,157002783
adam19,ADAM19,chr5,156822542,157002783
adam20,ADAM20,chr14,70989075,71001732
adam31,ADAM31,chr14,70918874,70926616
adam21,ADAM21,chr14,70918874,70926616
mdc2,MDC2,chr7,87563458,87832204
adam22,ADAM22,chr7,87563458,87832204
mdc3,MDC3,chr2,207308263,207485854
adam23,ADAM23,chr2,207308263,207485854
emdcii,eMDCII,chr8,24151553,24216531
mdc-lm,MDC-Lm,chr8,24151553,24216531
mdc-ls,MDC-Ls,chr8,24151553,24216531
adam23,ADAM23,chr8,24151553,24216531
adam28,ADAM28,chr8,24151553,24216531
svph1,svph1,chr4,175750819,175899331
ct73,CT73,chr4,175750819,175899331
adam29,ADAM29,chr4,175750819,175899331
svph4,svph4,chr1,120436156,120439118
adam30,ADAM30,chr1,120436156,120439118
adam32,ADAM32,chr8,38964509,39142430
dkfzp434k0521,DKFZp434K0521,chr20,3648612,3662893
dj964f7.1,dJ964F7.1,chr20,3648612,3662893
adam33,ADAM33,chr20,3648612,3662893
m12.219,M12.219,chr8,24241798,24263526
adamdec1,ADAMDEC1,chr8,24241798,24263526
c3-c5,C3-C5,chr21,28208066,28217728
meth1,METH1,chr21,28208066,28217728
kiaa1346,KIAA1346,chr21,28208066,28217728
adamts1,ADAMTS1,chr21,28208066,28217728
adamts-3,ADAMTS-3,chr5,178537852,178772431
hpcpni,hPCPNI,chr5,178537852,178772431
pcinp,PCINP,chr5,178537852,178772431
adam-ts2,ADAM-TS2,chr5,178537852,178772431
npi,NPI,chr5,178537852,178772431
adamts2,ADAMTS2,chr5,178537852,178772431
kiaa0366,KIAA0366,chr4,73146686,73435103
adamts-4,ADAMTS-4,chr4,73146686,73435103
adamts3,ADAMTS3,chr4,73146686,73435103
kiaa0688,KIAA0688,chr1,161154098,161168846
adamts-2,ADAMTS-2,chr1,161154098,161168846
admp-1,ADMP-1,chr1,161154098,161168846
adamts4,ADAMTS4,chr1,161154098,161168846
admp-2,ADMP-2,chr21,28290231,28338832
adamts11,ADAMTS11,chr21,28290231,28338832
adamts5,ADAMTS5,chr21,28290231,28338832
adam-ts6,ADAM-TS6,chr5,64444563,64777747
adamts6,ADAMTS6,chr5,64444563,64777747
adam-ts7,ADAM-TS7,chr15,79051545,79103773
dkfzp434h204,DKFZp434H204,chr15,79051545,79103773
adamts7,ADAMTS7,chr15,79051545,79103773
meth2,METH2,chr11,130274820,130298888
flj41712,FLJ41712,chr11,130274820,130298888
adam-ts8,ADAM-TS8,chr11,130274820,130298888
adamts8,ADAMTS8,chr11,130274820,130298888
kiaa1312,KIAA1312,chr3,64501330,64673676
adamts9,ADAMTS9,chr3,64501330,64673676
adam-ts10,ADAM-TS10,chr19,8645126,8675620
adamts10,ADAMTS10,chr19,8645126,8675620
adamts12,ADAMTS12,chr5,33523640,33892297
vwfcp,VWFCP,chr9,136279478,136324524
ttp,TTP,chr9,136279478,136324524
vwf-cp,vWF-CP,chr9,136279478,136324524
flj42993,FLJ42993,chr9,136279478,136324524
mgc118899,MGC118899,chr9,136279478,136324524
mgc118900,MGC118900,chr9,136279478,136324524
dkfzp434c2322,DKFZp434C2322,chr9,136279478,136324524
adamts13,ADAMTS13,chr9,136279478,136324524
adamts14,ADAMTS14,chr10,72432559,72522197
adamts15,ADAMTS15,chr11,130318869,130346536
adamts16s,ADAMTS16s,chr5,5140443,5320417
adamts16,ADAMTS16,chr5,5140443,5320417
flj32769,FLJ32769,chr15,100511794,100882210
flj16363,FLJ16363,chr15,100511794,100882210
adamts17,ADAMTS17,chr15,100511794,100882210
adamts18,ADAMTS18,chr16,77281710,77469011
adamts19,ADAMTS19,chr5,128795958,129074376
gon-1,GON-1,chr12,43747669,43945724
adamts20,ADAMTS20,chr12,43747669,43945724
adamtsr1,ADAMTSR1,chr9,17906561,18910948
flj35283,FLJ35283,chr9,17906561,18910948
adamtsl1,ADAMTSL1,chr9,17906561,18910948
kiaa0605,KIAA0605,chr9,136397286,136440641
adamtsl2,ADAMTSL2,chr9,136397286,136440641
kiaa1233,KIAA1233,chr15,84322838,84708594
punctin-2,punctin-2,chr15,84322838,84708594
adamtsl3,ADAMTSL3,chr15,84322838,84708594
dkfzp434k1772,DKFZP434K1772,chr1,150521845,150533413
adamtsl4,ADAMTSL4,chr1,150521845,150533413
adamtsl5,ADAMTSL5,chr19,1505017,1513603
gcs1l,GCS1L,chr7,937538,995043
adap1,ADAP1,chr7,937538,995043
adap2,ADAP2,chr17,29233362,29286340
adar1,ADAR1,chr1,154554533,154600489
adar,ADAR,chr1,154554533,154600489
adar2,ADAR2,chr21,46493768,46646475
drada2,DRADA2,chr21,46493768,46646475
adar2g,ADAR2g,chr21,46493768,46646475
draba2,DRABA2,chr21,46493768,46646475
red1,RED1,chr21,46493768,46646475
hred1,hRED1,chr21,46493768,46646475
adar2a-l1,ADAR2a-L1,chr21,46493768,46646475
adar2a-l2,ADAR2a-L2,chr21,46493768,46646475
adar2a-l3,ADAR2a-L3,chr21,46493768,46646475
adar2a,ADAR2a,chr21,46493768,46646475
adar2b,ADAR2b,chr21,46493768,46646475
adar2c,ADAR2c,chr21,46493768,46646475
adar2d,ADAR2d,chr21,46493768,46646475
adarb1,ADARB1,chr21,46493768,46646475
red2,RED2,chr10,1223258,1779670
hred2,hRED2,chr10,1223258,1779670
adar3,ADAR3,chr10,1223258,1779670
adarb2,ADARB2,chr10,1223258,1779670
adat1,ADAT1,chr16,75630879,75657198
dj20n2.1,dJ20N2.1,chr6,143743969,143771810
tad2,TAD2,chr6,143743969,143771810
adat2,ADAT2,chr6,143743969,143771810
tad3,TAD3,chr19,1905377,1913446
adat3,ADAT3,chr19,1905377,1913446
flj39600,FLJ39600,chr14,78266426,78401355
adck1,ADCK1,chr14,78266426,78401355
mgc20727,MGC20727,chr7,140372953,140396061
adck2,ADCK2,chr7,140372953,140396061
flj35454,FLJ35454,chr8,145596790,145618457
adck5,ADCK5,chr8,145596790,145618457
ac1,AC1,chr7,45613739,45762715
adcy1,ADCY1,chr7,45613739,45762715
hbac2,HBAC2,chr5,7396321,7830194
kiaa1060,KIAA1060,chr5,7396321,7830194
ac2,AC2,chr5,7396321,7830194
adcy2,ADCY2,chr5,7396321,7830194
ac3,AC3,chr2,25042038,25142708
adcy3,ADCY3,chr2,25042038,25142708
ac4,AC4,chr14,24787555,24804299
adcy4,ADCY4,chr14,24787555,24804299
ac5,AC5,chr3,123001143,123168605
adcy5,ADCY5,chr3,123001143,123168605
ac6,AC6,chr12,49159977,49182820
adcy6,ADCY6,chr12,49159977,49182820
kiaa0037,KIAA0037,chr16,50280048,50352046
ac7,AC7,chr16,50280048,50352046
adcy7,ADCY7,chr16,50280048,50352046
hbac1,HBAC1,chr8,131792547,132054672
ac8,AC8,chr8,131792547,132054672
adcy8,ADCY8,chr8,131792547,132054672
ac9,AC9,chr16,4003388,4166186
adcy9,ADCY9,chr16,4003388,4166186
sac,SAC,chr1,167778625,167883453
sacy,Sacy,chr1,167778625,167883453
saci,SACI,chr1,167778625,167883453
hca2,HCA2,chr1,167778625,167883453
rp1-313l4.2,RP1-313L4.2,chr1,167778625,167883453
adcy10,ADCY10,chr1,167778625,167883453
pacap,PACAP,chr18,904944,912173
adcyap1,ADCYAP1,chr18,904944,912173
pac1,PAC1,chr7,31092076,31151093
pacapr,PACAPR,chr7,31092076,31151093
pac1r,PAC1R,chr7,31092076,31151093
adcyap1r1,ADCYAP1R1,chr7,31092076,31151093
add1,ADD1,chr4,2845584,2931803
addb,ADDB,chr2,70834750,70995357
add2,ADD2,chr2,70834750,70995357
add3,ADD3,chr10,111756126,111895323
flj23121,FLJ23121,chr6,146920101,147136598
dj408k24.1,dJ408K24.1,chr6,146920101,147136598
capn16,CAPN16,chr6,146920101,147136598
adgb,ADGB,chr6,146920101,147136598
kiaa1828,KIAA1828,chr10,134884433,134945179
adgra1,ADGRA1,chr10,134884433,134945179
tem5,TEM5,chr8,37641709,37702414
dkfzp434c211,DKFZp434C211,chr8,37641709,37702414
dkfzp434j0911,DKFZp434J0911,chr8,37641709,37702414
kiaa1531,KIAA1531,chr8,37641709,37702414
flj14390,FLJ14390,chr8,37641709,37702414
adgra2,ADGRA2,chr8,37641709,37702414
flj38547,FLJ38547,chr4,22346694,22517677
pgr21,PGR21,chr4,22346694,22517677
adgra3,ADGRA3,chr4,22346694,22517677
adgrb1,ADGRB1,chr8,143530791,143626370
adgrb2,ADGRB2,chr1,32192718,32230494
kiaa0550,KIAA0550,chr6,69345259,70099403
adgrb3,ADGRB3,chr6,69345259,70099403
dkfzp434b1272,DKFZp434B1272,chr12,131438452,131626014
pgr25,PGR25,chr12,131438452,131626014
adgrd1,ADGRD1,chr12,131438452,131626014
pgr24,PGR24,chr9,127213704,127240868
adgrd2,ADGRD2,chr9,127213704,127240868
adgre1,ADGRE1,chr19,6887577,6940470
cd312,CD312,chr19,14843205,14889353
adgre2,ADGRE2,chr19,14843205,14889353
adgre3,ADGRE3,chr19,14729929,14800839
tm7ln1,TM7LN1,chr19,14491313,14519537
adgre5,ADGRE5,chr19,14491313,14519537
hgpcr36,hGPCR36,chr6,46965440,47010099
pgr19,PGR19,chr6,46965440,47010099
adgrf1,ADGRF1,chr6,46965440,47010099
hgpcr35,hGPCR35,chr6,47624172,47665533
pgr20,PGR20,chr6,47624172,47665533
adgrf2,ADGRF2,chr6,47624172,47665533
hgpcr37,hGPCR37,chr2,26531041,26569685
pgr23,PGR23,chr2,26531041,26569685
adgrf3,ADGRF3,chr2,26531041,26569685
flj38076,FLJ38076,chr6,47653600,47689757
pgr18,PGR18,chr6,47653600,47689757
adgrf4,ADGRF4,chr6,47653600,47689757
dkfzp564o1923,DKFZp564O1923,chr6,46820249,46922680
kiaa0758,KIAA0758,chr6,46820249,46922680
adgrf5,ADGRF5,chr6,46820249,46922680
tm7ln4,TM7LN4,chr16,57644564,57699492
tm7xn1,TM7XN1,chr16,57644564,57699492
adgrg1,ADGRG1,chr16,57644564,57699492
he6,HE6,chrX,19007427,19140755
tm7ln2,TM7LN2,chrX,19007427,19140755
eddm6,EDDM6,chrX,19007427,19140755
adgrg2,ADGRG2,chrX,19007427,19140755
pb99,Pb99,chr16,57702099,57723290
pgr26,PGR26,chr16,57702099,57723290
adgrg3,ADGRG3,chr16,57702099,57723290
rp1-299i16,RP1-299I16,chrX,135383122,135499047
pgr17,PGR17,chrX,135383122,135499047
adgrg4,ADGRG4,chrX,135383122,135499047
pgr27,PGR27,chr16,57576333,57625593
adgrg5,ADGRG5,chr16,57576333,57625593
flj14937,FLJ14937,chr6,142622991,142767403
adgrg6,ADGRG6,chr6,142622991,142767403
flj14454,FLJ14454,chr3,100328433,100414323
adgrg7,ADGRG7,chr3,100328433,100414323
kiaa0821,KIAA0821,chr19,14258555,14316999
cirl1,CIRL1,chr19,14258555,14316999
lec2,LEC2,chr19,14258555,14316999
adgrl1,ADGRL1,chr19,14258555,14316999
kiaa0786,KIAA0786,chr1,81771845,82458120
lec1,LEC1,chr1,81771845,82458120
adgrl2,ADGRL2,chr1,81771845,82458120
kiaa0768,KIAA0768,chr4,62066976,62944053
lec3,LEC3,chr4,62066976,62944053
adgrl3,ADGRL3,chr4,62066976,62944053
etl,ETL,chr1,79355449,79472403
adgrl4,ADGRL4,chr1,79355449,79472403
dkfzp761p0710,DKFZp761P0710,chr5,89825161,90460254
kiaa0686,KIAA0686,chr5,89825161,90460254
feb4,FEB4,chr5,89825161,90460254
vlgr1,VLGR1,chr5,89825161,90460254
adgrv1,ADGRV1,chr5,89825161,90460254
adh1a,ADH1A,chr4,100197524,100212185
adh1b,ADH1B,chr4,100226121,100273917
adh1c,ADH1C,chr4,100257649,100274184
adh-2,ADH-2,chr4,100044808,100078949
adh4,ADH4,chr4,100044808,100078949
adh-3,ADH-3,chr4,99992129,100009952
adhx,ADHX,chr4,99992129,100009952
gsnor,GSNOR,chr4,99992129,100009952
adh5,ADH5,chr4,99992129,100009952
adh-5,ADH-5,chr4,100123795,100140694
adh6,ADH6,chr4,100123795,100140694
adh-4,ADH-4,chr4,100333418,100356894
adh7,ADH7,chr4,100333418,100356894
adhfe1,ADHFe1,chr8,67344721,67381142
flj32430,FLJ32430,chr8,67344721,67381142
adhfe1,ADHFE1,chr8,67344721,67381142
sipl,SIPL,chr2,3501132,3523507
mtcbp-1,MTCBP-1,chr2,3501132,3523507
ard,ARD,chr2,3501132,3523507
apl1,APL1,chr2,3501132,3523507
flj10913,FLJ10913,chr2,3501132,3523507
hmft1638,HMFT1638,chr2,3501132,3523507
mtnd,mtnD,chr2,3501132,3523507
adi1,ADI1,chr2,3501132,3523507
mgc39724,MGC39724,chr20,37209838,37217106
smaf1,SMAF1,chr20,37209838,37217106
rp5-1100h13.2,RP5-1100H13.2,chr20,37209838,37217106
adig,ADIG,chr20,37209838,37217106
acrp30,ACRP30,chr3,186560479,186576252
adipoq,AdipoQ,chr3,186560479,186576252
apm1,apM1,chr3,186560479,186576252
gbp28,GBP28,chr3,186560479,186576252
adiponectin,adiponectin,chr3,186560479,186576252
adipoq,ADIPOQ,chr3,186560479,186576252
paqr1,PAQR1,chr1,202909951,202927700
acdcr1,ACDCR1,chr1,202909951,202927700
adipor1,ADIPOR1,chr1,202909951,202927700
paqr2,PAQR2,chr12,1797740,1897844
acdcr2,ACDCR2,chr12,1797740,1897844
adipor2,ADIPOR2,chr12,1797740,1897844
apm2,APM2,chr10,88727949,88743691
afro,AFRO,chr10,88727949,88743691
adirf,ADIRF,chr10,88727949,88743691
ak,AK,chr10,75910943,76469061
adk,ADK,chr10,75910943,76469061
am,AM,chr11,10326227,10328944
adm,ADM,chr11,10326227,10328944
am2,AM2,chr22,50919985,50924869
flj21135,FLJ21135,chr22,50919985,50924869
adm2,ADM2,chr22,50919985,50924869
am5,AM5,chr19,50191921,50193832
adm5,ADM5,chr19,50191921,50193832
kiaa0784,KIAA0784,chr20,49505453,49547958
adnp1,ADNP1,chr20,49505453,49547958
adnp,ADNP,chr20,49505453,49547958
kiaa0863,KIAA0863,chr18,77866915,77905406
adnp2,ADNP2,chr18,77866915,77905406
flj14547,FLJ14547,chr10,64564617,64568243
ado,ADO,chr10,64564617,64568243
rdc7,RDC7,chr1,203059782,203136533
adora1,ADORA1,chr1,203059782,203136533
rdc8,RDC8,chr22,24813847,24838328
adora2a,ADORA2A,chr22,24813847,24838328
adora2b,ADORA2B,chr17,15848231,15879060
ad026,AD026,chr1,112042051,112046382
adora3,ADORA3,chr1,112042051,112046382
dkfzp434b195,DKFZp434B195,chr15,73043710,73078187
adp-gk,ADP-GK,chr15,73043710,73078187
adpgk,ADPGK,chr15,73043710,73078187
arh1,ARH1,chr3,119298115,119308792
adprh,ADPRH,chr3,119298115,119308792
arh2,ARH2,chr13,114053925,114107839
adprhl1,ADPRHL1,chr13,114053925,114107839
mds006,MDS006,chr17,10600911,10614550
adprm,ADPRM,chr17,10600911,10614550
arh3,ARH3,chr1,36554476,36559533
flj20446,FLJ20446,chr1,36554476,36559533
adprs,ADPRS,chr1,36554476,36559533
adra1l1,ADRA1L1,chr8,26605667,26724790
adra1a,ADRA1A,chr8,26605667,26724790
adra1b,ADRA1B,chr5,159292087,159399551
adra1r,ADRA1R,chr20,4201278,4229721
adra1a,ADRA1A,chr20,4201278,4229721
adra1,ADRA1,chr20,4201278,4229721
adra1d,ADRA1D,chr20,4201278,4229721
adrar,ADRAR,chr10,112836921,112840665
adra2a,ADRA2A,chr10,112836921,112840665
adrarl1,ADRARL1,chr2,96778623,96781984
adra2b,ADRA2B,chr2,96778623,96781984
adrarl2,ADRARL2,chr4,3768075,3770253
adra2c,ADRA2C,chr4,3768075,3770253
adrb1,ADRB1,chr10,115803815,115806667
adrbr,ADRBR,chr5,148204808,148208250
bar,BAR,chr5,148204808,148208250
b2ar,B2AR,chr5,148204808,148208250
adrb2,ADRB2,chr5,148204808,148208250
adrb3,ADRB3,chr8,37820509,37824483
gp110,GP110,chr20,60877149,60883918
rpn13,Rpn13,chr20,60877149,60883918
arm1,ARM1,chr20,60877149,60883918
adrm1,ADRM1,chr20,60877149,60883918
adsl,ADSL,chr22,40742504,40786467
flj38602,FLJ38602,chr14,105190523,105213662
adss1,ADSS1,chr14,105190523,105213662
adss2,ADSS2,chr1,244571796,244615436
dj413h6.1,dJ413H6.1,chr6,11712287,11807279
aig1l,AIG1L,chr6,11712287,11807279
adtrp,ADTRP,chr6,11712287,11807279
aclp,ACLP,chr7,44143960,44154161
aebp1,AEBP1,chr7,44143960,44154161
mgc17922,MGC17922,chr12,19556979,19873735
aebp2,AEBP2,chr12,19556979,19873735
flj12484,FLJ12484,chr15,89164527,89175513
flj12562,FLJ12562,chr15,89164527,89175513
aen,AEN,chr15,89164527,89175513
afap-110,AFAP-110,chr4,7760441,7941653
afap,AFAP,chr4,7760441,7941653
afap1,AFAP1,chr4,7760441,7941653
flj36748,FLJ36748,chr5,148651434,148721365
afap1l1,AFAP1L1,chr5,148651434,148721365
flj14564,FLJ14564,chr10,116054583,116164515
em:ac005383.4,Em:AC005383.4,chr10,116054583,116164515
xb130,XB130,chr10,116054583,116164515
afap1l2,AFAP1L2,chr10,116054583,116164515
af-6,AF-6,chr6,168227602,168372703
af6,AF6,chr6,168227602,168372703
afdn,AFDN,chr6,168227602,168372703
af-4,AF-4,chr4,87856154,88062206
af4,AF4,chr4,87856154,88062206
aff1,AFF1,chr4,87856154,88062206
fraxe,FRAXE,chrX,147582139,148082193
aff2,AFF2,chrX,147582139,148082193
mllt2-like,MLLT2-like,chr2,100161881,100759201
aff3,AFF3,chr2,100161881,100759201
af5q31,AF5Q31,chr5,132211071,132299326
mcef,MCEF,chr5,132211071,132299326
aff4,AFF4,chr5,132211071,132299326
afg1,AFG1,chr6,108616098,108847999
afg1l,AFG1L,chr6,108616098,108847999
spax5,SPAX5,chr18,12328943,12377313
afg3l2,AFG3L2,chr18,12328943,12377313
alb2,ALB2,chr4,74347400,74369718
alba,ALBA,chr4,74347400,74369718
afm,AFM,chr4,74347400,74369718
dkfzp686f03259,DKFZp686F03259,chr17,76183398,76203782
kf,KF,chr17,76183398,76203782
afmid,AFMID,chr17,76183398,76203782
feta,FETA,chr4,74296855,74321891
afp,AFP,chr4,74296855,74321891
mgc33965,MGC33965,chr2,64751439,64820139
flj20080,FLJ20080,chr2,64751439,64820139
flj23793,FLJ23793,chr2,64751439,64820139
nbla10388,Nbla10388,chr2,64751439,64820139
aftph,AFTPH,chr2,64751439,64820139
asrg,ASRG,chr4,178351924,178363657
aga,AGA,chr4,178351924,178363657
kiaa1099,KIAA1099,chr2,236402733,237040444
ggap1,GGAP1,chr2,236402733,237040444
agap1,AGAP1,chr2,236402733,237040444
agap2,AGAP2,chr12,58117544,58135940
agap3,AGAP3,chr7,150782918,150841523
em:ac012044.1,Em:AC012044.1,chr10,46321042,46349323
mrip2,MRIP2,chr10,46321042,46349323
agap4,AGAP4,chr10,46321042,46349323
em:ac073389.1,Em:AC073389.1,chr10,75434043,75457917
agap5,AGAP5,chr10,75434043,75457917
ba324h6.1,bA324H6.1,chr10,51741950,51770259
agap6,AGAP6,chr10,51741950,51770259
ba301j7.2,bA301J7.2,chr10,47191844,47239738
flj00312,FLJ00312,chr10,47191844,47239738
agap9,AGAP9,chr10,47191844,47239738
flj32310,FLJ32310,chr15,86623204,87572283
ccp4,CCP4,chr15,86623204,87572283
agbl1,AGBL1,chr15,86623204,87572283
flj23598,FLJ23598,chr11,47681143,47736941
ccp2,CCP2,chr11,47681143,47736941
agbl2,AGBL2,chr11,47681143,47736941
mgc32955,MGC32955,chr7,134671259,134832715
ccp3,CCP3,chr7,134671259,134832715
agbl3,AGBL3,chr7,134671259,134832715
flj14442,FLJ14442,chr1,48998527,50489585
ccp6,CCP6,chr1,48998527,50489585
agbl4,AGBL4,chr1,48998527,50489585
flj21839,FLJ21839,chr2,27265232,27293490
ccp5,CCP5,chr2,27265232,27293490
agbl5,AGBL5,chr2,27265232,27293490
rage,RAGE,chr6,32148745,32152101
scarj1,SCARJ1,chr6,32148745,32152101
ager,AGER,chr6,32148745,32152101
rip,RIP,chr2,228336868,228425930
rab,RAB,chr2,228336868,228425930
agfg1,AGFG1,chr2,228336868,228425930
rabr,RABR,chr7,100136834,100165842
agfg2,AGFG2,chr7,100136834,100165842
vg5q,VG5Q,chr5,76325076,76361059
hsu84971,HSU84971,chr5,76325076,76361059
flj10283,FLJ10283,chr5,76325076,76361059
gpatc7,GPATC7,chr5,76325076,76361059
gpatch7,GPATCH7,chr5,76325076,76361059
aggf1,AGGF1,chr5,76325076,76361059
flj10842,FLJ10842,chr7,141250989,141355044
agk,AGK,chr7,141250989,141355044
